Company Name,Company Score,Alignment,Budget,Demand,Data Quality,Dev,F2P,Mobile,Fresh,Revenue,Funding,Headcount,Status,Volatility,Revenue ∆,Runway ∆,Headcount ∆,Hiring,URL,Country,FLAG,Notes,Discover Source,Created Date,Updated Date,Normalized Name
Crimson Moon Entertainment LLC,55.5,100.0,5.1,13.6,,100.0,100.0,100.0,0.0,11.7,0.0,0.0,0.0,24.9,47.4,0.0,0.0,0.0,,US,,,,,2025-09-09,crimson moon
Tap Slots Casino Slot Machines,55.5,100.0,8.3,8.7,,100.0,100.0,100.0,0.0,19.0,0.0,0.0,0.0,15.9,30.3,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,tap machines
Panja,55.5,100.0,11.5,4.0,,100.0,100.0,100.0,0.0,26.3,0.0,0.0,0.0,7.3,14.0,0.0,0.0,0.0,,Netherlands,,,ST Top Pubs,2025-09-09,2025-09-09,panja
Cosmicode,55.5,100.0,9.4,6.8,,100.0,100.0,100.0,0.0,21.5,0.0,0.0,0.0,12.3,23.5,0.0,0.0,0.0,,Portugal,,,ST Top Pubs,2025-09-09,2025-09-09,cosmicode
AdaptedMind,55.5,100.0,4.0,15.1,,100.0,100.0,100.0,0.0,9.2,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,adaptedmind
Swell Games LLC,55.5,100.0,11.3,4.1,,100.0,100.0,100.0,0.0,26.0,0.0,0.0,0.0,7.5,14.3,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,swell
Neptune Company,55.5,100.0,13.2,1.3,,100.0,100.0,100.0,0.0,30.4,0.0,0.0,0.0,2.4,4.6,0.0,0.0,0.0,,South Korea,,,ST Top Pubs,2025-09-09,2025-09-09,neptune
AVOKIDDO,55.5,100.0,7.5,9.9,,100.0,100.0,100.0,0.0,17.1,0.0,0.0,0.0,18.1,34.5,0.0,0.0,0.0,,Greece,,,,,2025-09-09,avokiddo
LT Fun Inc.,55.5,100.0,8.8,7.9,,100.0,100.0,100.0,0.0,20.2,0.0,0.0,0.0,14.4,27.4,0.0,0.0,0.0,,China,,,ST Top Pubs,2025-09-09,2025-09-09,lt fun
ENIXAN LIMITED,55.4,100.0,5.1,13.1,,100.0,100.0,100.0,0.0,11.6,0.0,0.0,0.0,23.8,45.4,0.0,0.0,0.0,,Malta,,,ST Top Pubs,2025-09-09,2025-09-09,enixan
NG Slot,55.4,100.0,9.9,5.8,,100.0,100.0,100.0,0.0,22.9,0.0,0.0,0.0,10.6,20.1,0.0,0.0,0.0,,,,,,,2025-09-09,ng
Skyborne Games Inc,55.4,100.0,5.5,12.1,,100.0,100.0,100.0,0.0,12.6,0.0,0.0,0.0,22.2,42.2,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,skyborne
MOB Games Studio,55.4,100.0,9.4,6.5,,100.0,100.0,100.0,0.0,21.7,0.0,0.0,0.0,11.8,22.6,0.0,0.0,0.0,,US,,,,,2025-09-09,mob
AU Dance Studio,55.4,100.0,1.8,17.8,,100.0,100.0,100.0,0.0,4.0,0.0,0.0,0.0,32.5,62.0,0.0,0.0,0.0,,Hong Kong,,,,,2025-09-09,au dance
Lucky VR Inc.,55.4,100.0,12.5,1.8,,100.0,100.0,100.0,0.0,28.7,0.0,0.0,0.0,3.2,6.1,0.0,0.0,0.0,,,,,,,2025-09-09,lucky vr
ILC.HK,55.4,100.0,3.6,15.1,,100.0,100.0,100.0,0.0,8.3,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,Hong Kong,,,ST Top Pubs,2025-09-09,2025-09-09,ilc hk
Trustle Inc,55.4,100.0,11.9,2.6,,100.0,100.0,100.0,0.0,27.4,0.0,0.0,0.0,4.8,9.1,0.0,0.0,0.0,,,,,,,2025-09-09,trustle
"Hong Kong Bin Ming Internet Technology Co., Limited",55.3,100.0,3.2,15.1,,100.0,100.0,100.0,0.0,7.4,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,,,2025-09-09,hong kong bin ming internet
Shinezone Network,55.3,72.0,52.0,11.8,,100.0,100.0,0.0,0.0,0.0,98.4,81.5,0.0,21.6,0.0,51.4,0.0,0.0,shinezone.com,China,,,,,2025-09-09,shinezone network
Act Seven Entertainment Inc.,55.3,100.0,10.3,4.6,,100.0,100.0,100.0,0.0,23.7,0.0,0.0,0.0,8.4,16.0,0.0,0.0,0.0,,South Korea,,,ST Top Pubs,2025-09-09,2025-09-09,act seven
ConectaGames.com,55.3,100.0,8.3,7.8,,100.0,100.0,100.0,0.0,19.2,0.0,0.0,0.0,14.3,27.2,0.0,0.0,0.0,,Cyprus,,,ST Top Pubs,2025-09-09,2025-09-09,conectagames com
Unicorn Whale Technology Limited,55.3,100.0,3.4,15.1,,100.0,100.0,100.0,0.0,7.8,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,,,2025-09-09,unicorn whale
LYNIX GAMES STUDIO,55.3,100.0,3.3,15.1,,100.0,100.0,100.0,0.0,7.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,Hong Kong,,,ST Top Pubs,2025-09-09,2025-09-09,lynix
Ganko,55.3,100.0,8.8,6.6,,100.0,100.0,100.0,0.0,20.2,0.0,0.0,0.0,12.0,22.9,0.0,0.0,0.0,,,,,,,2025-09-09,ganko
NEON Games,55.3,100.0,4.5,13.4,,100.0,100.0,100.0,0.0,10.3,0.0,0.0,0.0,24.4,46.5,0.0,0.0,0.0,,South Korea,,,,,2025-09-09,neon
Hypersonic Laboratories,55.3,72.0,46.5,20.4,,100.0,100.0,0.0,0.0,0.0,95.8,60.7,0.0,37.2,0.0,88.6,0.0,0.0,hypersoniclaboratories.com,,,,,,2025-09-09,hypersonic laboratories
Playwind,55.2,100.0,10.0,4.5,,100.0,100.0,100.0,0.0,23.0,0.0,0.0,0.0,8.1,15.5,0.0,0.0,0.0,,United Kingdom,,,ST Top Pubs,2025-09-09,2025-09-09,playwind
LUCKYYX GAME,55.2,100.0,2.8,15.1,,100.0,100.0,100.0,0.0,6.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,Singapore,,,,,2025-09-09,luckyyx
Still Gaming,55.2,100.0,3.9,13.7,,100.0,100.0,100.0,0.0,8.9,0.0,0.0,0.0,24.9,47.6,0.0,0.0,0.0,,Singapore,,,ST Top Pubs,2025-09-09,2025-09-09,still
Intalanto,55.2,100.0,1.8,17.0,,100.0,100.0,100.0,0.0,4.1,0.0,0.0,0.0,30.9,59.0,0.0,0.0,0.0,,,,,,,2025-09-09,intalanto
"Candy Wings, Inc.",55.2,100.0,5.7,11.0,,100.0,100.0,100.0,0.0,13.2,0.0,0.0,0.0,20.0,38.2,0.0,0.0,0.0,,US,,,,,2025-09-09,candy wings
Easetouch,55.2,100.0,9.1,5.7,,100.0,100.0,100.0,0.0,20.9,0.0,0.0,0.0,10.4,19.9,0.0,0.0,0.0,,,,,,,2025-09-09,easetouch
Malpa Games,55.2,100.0,8.4,7.0,,100.0,100.0,100.0,0.0,19.4,0.0,0.0,0.0,12.9,24.5,0.0,0.0,0.0,,Cyprus,,,,,2025-09-09,malpa
"GENNMUGAME CO., LTD.",55.2,100.0,3.0,15.1,,100.0,100.0,100.0,0.0,7.0,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,,,2025-09-09,gennmugame
Snapbreak,55.1,100.0,6.4,9.3,,100.0,100.0,100.0,0.0,14.8,0.0,0.0,0.0,17.0,32.4,0.0,0.0,0.0,,Sweden,,,ST Top Pubs,2025-09-09,2025-09-09,snapbreak
PowerZ,55.1,72.0,49.5,14.8,,100.0,100.0,0.0,0.0,0.0,96.7,72.8,0.0,27.0,0.0,64.2,0.0,0.0,powerz.tech,France,,,,,2025-09-09,powerz
"Aegis Interactive, LLC",55.1,100.0,6.8,8.8,,100.0,100.0,100.0,0.0,15.6,0.0,0.0,0.0,16.1,30.7,0.0,0.0,0.0,,US,,,,,2025-09-09,aegis
Rivvy,55.1,100.0,10.2,3.7,,100.0,100.0,100.0,0.0,23.5,0.0,0.0,0.0,6.8,13.0,0.0,0.0,0.0,,Turkey,,,ST Top Pubs,2025-09-09,2025-09-09,rivvy
Easycoin Studio,55.0,100.0,12.1,0.4,,100.0,100.0,100.0,0.0,27.9,0.0,0.0,0.0,0.7,1.3,0.0,0.0,0.0,,,,,,,2025-09-09,easycoin
Roboto Games,55.0,72.0,45.1,20.7,,100.0,100.0,0.0,0.0,0.0,96.8,52.3,2.2,34.3,0.0,81.8,0.0,0.0,http://robotogames.com,,,,,,2025-09-09,roboto
Play & Learn - Learning games for kids and toddlers,55.0,100.0,5.6,10.4,,100.0,100.0,100.0,0.0,13.0,0.0,0.0,0.0,18.9,36.0,0.0,0.0,0.0,,Russia,,,ST Top Pubs,2025-09-09,2025-09-09,play learn learning for kids and toddlers
BlitzTeam LLC,55.0,100.0,7.9,6.9,,100.0,100.0,100.0,0.0,18.2,0.0,0.0,0.0,12.7,24.2,0.0,0.0,0.0,,Belarus,,,,,2025-09-09,blitzteam
"Sakura AI, LLC",55.0,100.0,9.8,3.9,,100.0,100.0,100.0,0.0,22.5,0.0,0.0,0.0,7.1,13.5,0.0,0.0,0.0,,,,,,,2025-09-09,sakura ai
BIBI Studio,55.0,100.0,2.4,15.1,,100.0,100.0,100.0,0.0,5.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,Vietnam,,,ST Top Pubs,2025-09-09,2025-09-09,bibi
Topsmart Mobile Ltd.,55.0,100.0,9.5,4.4,,100.0,100.0,100.0,0.0,21.8,0.0,0.0,0.0,8.1,15.4,0.0,0.0,0.0,,,,,,,2025-09-09,topsmart
Stefo Mai Morojna,54.9,100.0,7.5,6.7,,100.0,100.0,100.0,0.0,17.2,0.0,0.0,0.0,12.2,23.3,0.0,0.0,0.0,,Slovenia,,,,,2025-09-09,stefo mai morojna
DreamFuel Games,54.9,72.0,48.8,15.0,,100.0,100.0,0.0,0.0,0.0,92.9,75.7,0.0,27.3,0.0,65.1,0.0,0.0,infinityskies.io,,,,,,2025-09-09,dreamfuel
Unicorn Board Games,54.9,100.0,8.7,5.0,,100.0,100.0,100.0,0.0,20.0,0.0,0.0,0.0,9.1,17.4,0.0,0.0,0.0,,Singapore,,,,,2025-09-09,unicorn board
Boddle Learning Inc,54.9,100.0,8.6,5.2,,100.0,100.0,100.0,0.0,19.7,0.0,0.0,0.0,9.6,18.3,0.0,0.0,0.0,,US,,,,,2025-09-09,boddle learning
"Strikeman USA, Inc.",54.9,100.0,4.0,12.3,,100.0,100.0,100.0,0.0,9.1,0.0,0.0,0.0,22.4,42.7,0.0,0.0,0.0,,,,,,,2025-09-09,strikeman usa
Nar Internet,54.9,100.0,6.6,8.4,,100.0,100.0,100.0,0.0,15.1,0.0,0.0,0.0,15.2,29.1,0.0,0.0,0.0,,Turkey,,,,,2025-09-09,nar internet
Forge,54.9,72.0,45.1,20.5,,100.0,100.0,0.0,0.0,0.0,96.9,52.3,0.0,37.3,0.0,88.9,0.0,0.0,forge.gg,United States,,,,,2025-09-09,forge
SEGA Europe,54.9,60.0,63.8,22.3,,0.0,100.0,100.0,0.0,62.3,44.9,97.0,0.0,40.6,31.7,0.0,76.3,0.0,sega.co.uk,United Kingdom,,,,,2025-09-09,sega europe
North Sky Games,54.9,100.0,3.3,13.2,,100.0,100.0,100.0,0.0,7.6,0.0,0.0,0.0,24.0,45.8,0.0,0.0,0.0,,US,,,,,2025-09-09,north sky
Teach Monster Games Ltd.,54.9,100.0,4.7,11.1,,100.0,100.0,100.0,0.0,10.7,0.0,0.0,0.0,20.3,38.7,0.0,0.0,0.0,,United Kingdom,,,ST Top Pubs,2025-09-09,2025-09-09,teach monster
Omeda Studios,54.9,40.0,94.5,26.1,,100.0,0.0,0.0,0.0,95.6,97.0,87.9,0.0,47.7,0.0,86.1,36.8,0.0,predecessorgame.com,UK,,,,,2025-09-09,omeda
MOUNT HORSE LIMITED,54.8,100.0,0.2,17.3,,100.0,100.0,100.0,0.0,0.5,0.0,0.0,0.0,31.6,60.3,0.0,0.0,0.0,,Hong Kong,,,,,2025-09-09,mount horse
Longames,54.8,100.0,8.1,5.3,,100.0,100.0,100.0,0.0,18.5,0.0,0.0,0.0,9.6,18.3,0.0,0.0,0.0,,China,,,,,2025-09-09,longames
Jorge Sardina Pereira,54.8,100.0,7.2,6.6,,100.0,100.0,100.0,0.0,16.5,0.0,0.0,0.0,12.1,23.0,0.0,0.0,0.0,,Poland,,,,,2025-09-09,jorge sardina pereira
LifeSim,54.8,100.0,7.7,6.2,,100.0,100.0,100.0,0.0,17.7,0.0,0.0,0.0,11.2,21.4,0.0,0.0,0.0,,China,,,ST Top Pubs,2025-09-09,2025-09-09,lifesim
OneMoreGame.STUDIO Sp. z o.o,54.8,100.0,3.2,12.6,,100.0,100.0,100.0,0.0,7.4,0.0,0.0,0.0,22.9,43.7,0.0,0.0,0.0,,Poland,,,,,2025-09-09,onemoregame
BIT ODD,54.8,72.0,43.5,22.3,,100.0,100.0,0.0,0.0,0.0,97.1,44.5,0.0,40.6,0.0,96.8,0.0,0.0,bit-odd.com,Finland,,,,,2025-09-09,bit odd
Gamewinner,54.8,100.0,5.4,9.7,,100.0,100.0,100.0,0.0,12.4,0.0,0.0,0.0,17.7,33.8,0.0,0.0,0.0,,China,,,ST Top Pubs,2025-09-09,2025-09-09,gamewinner
SkillDeck Studio,54.8,100.0,1.7,15.1,,100.0,100.0,100.0,0.0,4.0,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,Hong Kong,,,ST Top Pubs,2025-09-09,2025-09-09,skilldeck
IEC Games Australia,54.8,100.0,11.7,0.1,,100.0,100.0,100.0,0.0,26.9,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,,Canada,,,,,2025-09-09,iec australia
"Ryoko Navi Online Co., Limited",54.7,100.0,1.2,15.1,,100.0,100.0,100.0,0.0,2.7,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,ST Top Pubs,2025-09-09,2025-09-09,ryoko navi online
Thuan Nguyen,54.7,100.0,7.6,5.5,,100.0,100.0,100.0,0.0,17.6,0.0,0.0,0.0,10.1,19.2,0.0,0.0,0.0,,Vietnam,,,ST Top Pubs,2025-09-09,2025-09-09,thuan nguyen
"Leshi Entertainment Co., Ltd.",54.7,100.0,7.1,6.3,,100.0,100.0,100.0,0.0,16.4,0.0,0.0,0.0,11.5,21.9,0.0,0.0,0.0,,China,,,ST Top Pubs,2025-09-09,2025-09-09,leshi
xyzgames,54.7,100.0,6.9,6.9,,100.0,100.0,100.0,0.0,15.8,0.0,0.0,0.0,12.6,24.1,0.0,0.0,0.0,,,,,,,2025-09-09,xyzgames
Palm Court LLC,54.7,100.0,3.6,11.8,,100.0,100.0,100.0,0.0,8.4,0.0,0.0,0.0,21.5,41.0,0.0,0.0,0.0,,,,,,,2025-09-09,palm court
HeartsNet,54.7,100.0,1.4,15.1,,100.0,100.0,100.0,0.0,3.2,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,Hong Kong,,,ST Top Pubs,2025-09-09,2025-09-09,heartsnet
GANZ,54.7,100.0,3.2,12.2,,100.0,100.0,100.0,0.0,7.3,0.0,0.0,0.0,22.3,42.6,0.0,0.0,0.0,,Canada,,,,,2025-09-09,ganz
APRO ONE LIMITED,54.7,100.0,9.7,2.4,,100.0,100.0,100.0,0.0,22.3,0.0,0.0,0.0,4.4,8.4,0.0,0.0,0.0,,,,,,,2025-09-09,apro one
Hutch,54.6,68.0,20.6,65.7,,100.0,0.0,100.0,0.0,0.0,0.0,94.8,55.5,30.0,0.0,0.0,95.3,0.0,hutch.io,UK,,,GJ Top 1k,2025-09-09,2025-09-09,hutch
Rocky Chow,54.6,100.0,9.3,2.5,,100.0,100.0,100.0,0.0,21.3,0.0,0.0,0.0,4.6,8.8,0.0,0.0,0.0,,Singapore,,,ST Top Pubs,2025-09-09,2025-09-09,rocky chow
Gila River Casinos,54.6,100.0,2.3,13.0,,100.0,100.0,100.0,0.0,5.3,0.0,0.0,0.0,23.8,45.3,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,gila river
Frantic Games,54.6,72.0,32.0,38.7,,100.0,100.0,0.0,0.0,0.0,91.9,0.0,43.6,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,frantic
Beauty Remembers Ltd.,54.6,100.0,5.8,7.8,,100.0,100.0,100.0,0.0,13.4,0.0,0.0,0.0,14.1,27.0,0.0,0.0,0.0,,,,,,,2025-09-09,beauty remembers
Playgem Technologies Ltd,54.6,100.0,2.8,12.4,,100.0,100.0,100.0,0.0,6.5,0.0,0.0,0.0,22.7,43.2,0.0,0.0,0.0,,Israel,,,,,2025-09-09,playgem technologies
Bro3 Games,54.6,100.0,3.4,11.3,,100.0,100.0,100.0,0.0,7.8,0.0,0.0,0.0,20.6,39.3,0.0,0.0,0.0,,Turkey,,,ST Top Pubs,2025-09-09,2025-09-09,bro3
KLASS-C TOUCH LLC,54.6,100.0,0.9,15.1,,100.0,100.0,100.0,0.0,2.1,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,ST Top Pubs,2025-09-09,2025-09-09,klass c touch
Johann Levy,54.6,100.0,4.9,9.5,,100.0,100.0,100.0,0.0,11.4,0.0,0.0,0.0,17.4,33.2,0.0,0.0,0.0,,France,,,ST Top Pubs,2025-09-09,2025-09-09,johann levy
Remco Kortenoever,54.6,100.0,3.9,10.6,,100.0,100.0,100.0,0.0,8.9,0.0,0.0,0.0,19.4,37.0,0.0,0.0,0.0,,Netherlands,,,,,2025-09-09,remco kortenoever
xiaoyu168,54.5,100.0,6.5,6.3,,100.0,100.0,100.0,0.0,14.9,0.0,0.0,0.0,11.6,22.1,0.0,0.0,0.0,,,,,,,2025-09-09,xiaoyu168
Ninjafish Studios,54.5,100.0,3.8,10.3,,100.0,100.0,100.0,0.0,8.8,0.0,0.0,0.0,18.8,35.8,0.0,0.0,0.0,,"China, US",,,,,2025-09-09,ninjafish
POLYVERSE INC.,54.5,100.0,3.7,10.7,,100.0,100.0,100.0,0.0,8.5,0.0,0.0,0.0,19.5,37.2,0.0,0.0,0.0,,US,,,,,2025-09-09,polyverse
Koality Game,54.5,100.0,2.9,11.7,,100.0,100.0,100.0,0.0,6.7,0.0,0.0,0.0,21.4,40.8,0.0,0.0,0.0,,US,,,,,2025-09-09,koality
Internet Security Tools,54.5,100.0,6.3,6.5,,100.0,100.0,100.0,0.0,14.5,0.0,0.0,0.0,11.9,22.8,0.0,0.0,0.0,,,,,ST Top Pubs,2025-09-09,2025-09-09,internet security tools
ArruGa Corp.,54.5,100.0,7.9,4.4,,100.0,100.0,100.0,0.0,18.1,0.0,0.0,0.0,8.0,15.3,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,arruga
Mad Otter Games Inc.,54.5,100.0,4.0,10.2,,100.0,100.0,100.0,0.0,9.2,0.0,0.0,0.0,18.5,35.3,0.0,0.0,0.0,,,,,,,2025-09-09,mad otter
tinyBuild GAMES,54.5,68.0,20.1,65.9,,100.0,0.0,100.0,0.0,0.0,0.0,92.5,55.5,30.2,0.0,0.0,96.1,0.0,tinybuild.com,United States,,,GJ Top 1k,2025-09-09,2025-09-09,tinybuild
Exceptionnel Games,54.5,100.0,0.8,15.1,,100.0,100.0,100.0,0.0,1.7,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,,,2025-09-09,exceptionnel
Full Game Ahead,54.5,100.0,3.3,11.4,,100.0,100.0,100.0,0.0,7.7,0.0,0.0,0.0,20.7,39.5,0.0,0.0,0.0,,,,,,,2025-09-09,full ahead
delicacydream,54.4,100.0,9.8,1.0,,100.0,100.0,100.0,0.0,22.5,0.0,0.0,0.0,1.9,3.7,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,delicacydream
TRUONG SON TECHNOLOGY INVESTMENT DEVELOPMENT JOINT STOCK COMPANY,54.4,100.0,0.2,15.1,,100.0,100.0,100.0,0.0,0.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,,,2025-09-09,truong son investment development joint stock
Seeze Game,54.4,100.0,0.2,15.1,,100.0,100.0,100.0,0.0,0.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,,,2025-09-09,seeze
Teos Oyun,54.4,100.0,5.3,7.9,,100.0,100.0,100.0,0.0,12.3,0.0,0.0,0.0,14.5,27.6,0.0,0.0,0.0,,Turkey,,,ST Top Pubs,2025-09-09,2025-09-09,teos oyun
Mindgo limited,54.4,100.0,3.0,11.0,,100.0,100.0,100.0,0.0,6.9,0.0,0.0,0.0,20.0,38.2,0.0,0.0,0.0,,Hong Kong,,,,,2025-09-09,mindgo
Palm Entertainment Limited,54.4,100.0,8.3,3.2,,100.0,100.0,100.0,0.0,19.0,0.0,0.0,0.0,5.8,11.1,0.0,0.0,0.0,,Hong Kong,,,ST Top Pubs,2025-09-09,2025-09-09,palm
Gala Games Inc.,54.4,68.0,30.0,50.6,,100.0,0.0,100.0,0.0,2.8,44.9,60.7,55.5,2.3,4.4,0.0,0.0,0.0,https://gala.com/,Japan,,,,,2025-09-09,gala
NTSP LTD,54.4,100.0,0.2,15.1,,100.0,100.0,100.0,0.0,0.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,,,2025-09-09,ntsp
Uniugame,54.4,100.0,3.0,10.9,,100.0,100.0,100.0,0.0,6.8,0.0,0.0,0.0,19.8,37.8,0.0,0.0,0.0,,Hong Kong,,,,,2025-09-09,uniugame
VEER LINK GAME,54.4,100.0,0.2,15.1,,100.0,100.0,100.0,0.0,0.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,Hong Kong,,,,,2025-09-09,veer link
"Wenzhou Wanqiu Network Technology Co., Ltd.",54.4,100.0,0.2,15.1,,100.0,100.0,100.0,0.0,0.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,ST Top Pubs,2025-09-09,2025-09-09,wenzhou wanqiu network
NABIR FOUNDATION LTD,54.4,100.0,0.2,15.1,,100.0,100.0,100.0,0.0,0.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,,,2025-09-09,nabir foundation
Pixamo,54.4,100.0,2.2,12.1,,100.0,100.0,100.0,0.0,5.1,0.0,0.0,0.0,22.1,42.1,0.0,0.0,0.0,,,,,,,2025-09-09,pixamo
RavenGame,54.4,100.0,3.6,10.2,,100.0,100.0,100.0,0.0,8.3,0.0,0.0,0.0,18.7,35.6,0.0,0.0,0.0,,China,,,ST Top Pubs,2025-09-09,2025-09-09,ravengame
Yodo1 Games,54.4,68.0,19.8,65.8,,100.0,0.0,100.0,0.0,0.0,0.0,91.2,55.5,30.1,0.0,0.0,95.6,0.0,yodo1.com,,,,GJ Top 1k,2025-09-09,2025-09-09,yodo1
NGAM THIEN NAM WORKS SERVICE JOINT STOCK COMPANY,54.4,100.0,0.2,15.1,,100.0,100.0,100.0,0.0,0.5,0.0,0.0,0.0,27.5,52.4,0.0,0.0,0.0,,,,,ST Top Pubs,2025-09-09,2025-09-09,ngam thien nam works joint stock
Alfa Bravo Inc.,54.4,100.0,3.1,11.1,,100.0,100.0,100.0,0.0,7.2,0.0,0.0,0.0,20.3,38.6,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,alfa bravo
Egghead Games,54.3,100.0,2.3,11.6,,100.0,100.0,100.0,0.0,5.3,0.0,0.0,0.0,21.2,40.5,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,egghead
Storm8,54.3,68.0,19.5,65.8,,100.0,0.0,100.0,0.0,0.0,0.0,89.4,55.5,30.2,0.0,0.0,96.0,0.0,storm8.com,United States,,,GJ Top 1k,2025-09-09,2025-09-09,storm8
Dreamsim,54.3,100.0,7.8,3.6,,100.0,100.0,100.0,0.0,18.0,0.0,0.0,0.0,6.6,12.6,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,dreamsim
HongKong Daocheng Network Technology Co. Limited,54.3,100.0,4.4,8.4,,100.0,100.0,100.0,0.0,10.2,0.0,0.0,0.0,15.4,29.4,0.0,0.0,0.0,,China,,,,,2025-09-09,hongkong daocheng network
Aladdin VPN INC.,54.3,100.0,6.8,5.1,,100.0,100.0,100.0,0.0,15.5,0.0,0.0,0.0,9.4,17.9,0.0,0.0,0.0,,China,,,,,2025-09-09,aladdin vpn
Kiary Games ltd,54.2,100.0,5.1,6.8,,100.0,100.0,100.0,0.0,11.7,0.0,0.0,0.0,12.4,23.6,0.0,0.0,0.0,,India,,,,,2025-09-09,kiary
JiroLabs,54.2,100.0,3.8,9.0,,100.0,100.0,100.0,0.0,8.7,0.0,0.0,0.0,16.4,31.2,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,jirolabs
Trang Nguyen Thi,54.2,100.0,6.7,4.7,,100.0,100.0,100.0,0.0,15.5,0.0,0.0,0.0,8.5,16.3,0.0,0.0,0.0,,Vietnam,,,,,2025-09-09,trang nguyen thi
YUAN CHENG,54.2,100.0,7.3,3.9,,100.0,100.0,100.0,0.0,16.7,0.0,0.0,0.0,7.0,13.4,0.0,0.0,0.0,,China,,,ST Top Pubs,2025-09-09,2025-09-09,yuan cheng
Bots and Bolts,54.2,100.0,5.8,6.1,,100.0,100.0,100.0,0.0,13.2,0.0,0.0,0.0,11.2,21.4,0.0,0.0,0.0,,,,,,,2025-09-09,bots and bolts
Bally's Corporation,54.2,100.0,6.9,4.3,,100.0,100.0,100.0,0.0,15.8,0.0,0.0,0.0,7.9,15.1,0.0,0.0,0.0,,US,,,,,2025-09-09,bally
"Red Rock Resorts, Inc",54.2,100.0,3.0,10.3,,100.0,100.0,100.0,0.0,6.9,0.0,0.0,0.0,18.7,35.8,0.0,0.0,0.0,,US,,,,,2025-09-09,red rock resorts
Battlecamp AB,54.2,100.0,4.4,8.0,,100.0,100.0,100.0,0.0,10.2,0.0,0.0,0.0,14.6,27.9,0.0,0.0,0.0,,Sweden,,,ST Top Pubs,2025-09-09,2025-09-09,battlecamp
Digital Chocolate,54.2,72.0,52.9,5.3,,100.0,100.0,0.0,0.0,0.0,98.4,85.6,0.0,9.7,0.0,23.2,0.0,0.0,digitalchocolate.com,United States,,,,,2025-09-09,chocolate
"SHENZHEN SEEME NETWORK TECHNOLOGY CO.,LTD",54.1,100.0,3.3,9.3,,100.0,100.0,100.0,0.0,7.6,0.0,0.0,0.0,16.9,32.2,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,shenzhen seeme network
Puzzle Cats,54.1,100.0,2.2,11.0,,100.0,100.0,100.0,0.0,5.0,0.0,0.0,0.0,20.0,38.2,0.0,0.0,0.0,,Canada,,,,,2025-09-09,puzzle cats
Green Man Gaming,54.1,68.0,18.9,65.7,,100.0,0.0,100.0,0.0,0.0,0.0,87.0,55.5,29.9,0.0,0.0,95.1,0.0,greenmangaming.com,UK,,,GJ Top 1k,2025-09-09,2025-09-09,green man
ilmfinity - Creator of Monster Adventure Games,54.1,100.0,6.8,4.1,,100.0,100.0,100.0,0.0,15.6,0.0,0.0,0.0,7.5,14.4,0.0,0.0,0.0,,US,,,ST Top Pubs,2025-09-09,2025-09-09,ilmfinity creator of monster adventure
BigLime Limited,54.0,100.0,4.5,7.1,,100.0,100.0,100.0,0.0,10.3,0.0,0.0,0.0,13.0,24.8,0.0,0.0,0.0,,Hong Kong,,,ST Top Pubs,2025-09-09,2025-09-09,biglime
